x,y,z,yaw,velocity,change_flag
347.0997,1034.1890,-13.5660,1.3698,1.9308,0
347.1140,1034.3080,-13.5911,1.3445,2.1038,0
347.1306,1034.4355,-13.5835,1.3227,1.4332,0
347.1647,1034.5647,-13.5417,1.3196,1.6096,0
347.1482,1034.4550,-13.5537,1.2855,-1.3980,0
347.1123,1034.3389,-13.5615,1.2471,-1.1719,0
347.0602,1034.1947,-13.5572,1.2089,-2.1053,0
347.0189,1034.0598,-13.5640,1.1784,-2.5855,0
346.9596,1033.9645,-13.5978,1.1449,-2.1410,0
346.8917,1033.8124,-13.5722,1.1060,-3.1180,0
346.7995,1033.6926,-13.5817,1.0641,-2.6937,0
346.7070,1033.5416,-13.5746,1.0142,-3.1344,0
346.6023,1033.4117,-13.6160,0.9553,-3.4238,0
346.5135,1033.2648,-13.6066,0.8906,-3.3347,0
346.3296,1033.1350,-13.6456,0.8228,-5.2495,0
346.2706,1033.0428,-13.6537,0.7847,-3.9492,0
346.1683,1032.8856,-13.6571,0.7045,-3.3928,0
346.1311,1032.7870,-13.6547,0.6629,-3.8012,0
346.0127,1032.5559,-13.6986,0.6126,-9.4854,0
345.8813,1032.4470,-13.6747,0.5729,-6.2126,0
345.7980,1032.3730,-13.6869,0.5349,-4.0299,0
345.5967,1032.2758,-13.7171,0.4581,-4.5156,0
345.4027,1032.1630,-13.7332,0.3829,-4.6754,0
345.2874,1032.1416,-13.7507,0.3489,-4.2645,0
345.1039,1032.0909,-13.7629,0.2791,-3.3862,0
345.0158,1032.0399,-13.7462,0.2452,-3.7114,0
344.8151,1032.0250,-13.7862,0.1819,-3.7343,0
344.7098,1032.0178,-13.7795,0.1508,-3.8006,0
344.5410,1031.9591,-13.7539,0.0895,-3.3679,0
344.4239,1031.9720,-13.7896,0.0614,-4.4279,0
344.2691,1031.9597,-13.8027,0.0064,-3.1378,0
344.1539,1031.9507,-13.7888,-0.0201,-4.1930,0
344.0005,1031.9773,-13.7873,-0.0629,-3.3431,0
343.8679,1032.0165,-13.7826,-0.0819,-2.3009,0
343.7209,1032.0249,-13.7939,-0.0888,-2.1240,0
343.6094,1032.0416,-13.8090,-0.0909,-2.1719,0
343.7404,1032.0211,-13.7846,-0.0835,1.3176,0
343.8528,1032.0129,-13.7726,-0.0817,1.4237,0
343.9536,1032.0120,-13.7770,-0.0788,1.6671,0
344.1016,1032.0153,-13.7792,-0.0730,1.8917,0
344.2182,1032.0032,-13.7646,-0.0699,2.1606,0
344.3553,1032.0031,-13.7687,-0.0666,2.7288,0
344.4669,1032.0032,-13.7615,-0.0629,2.1360,0
344.6020,1031.9974,-13.7530,-0.0581,2.5170,0
344.7418,1031.9897,-13.7652,-0.0528,2.7834,0
344.8871,1031.9893,-13.7668,-0.0480,2.7103,0
345.0530,1031.9730,-13.7534,-0.0415,3.0706,0
345.2077,1031.9670,-13.7596,-0.0373,2.4945,0
345.3648,1031.9662,-13.7346,-0.0313,3.0981,0
345.5379,1031.9606,-13.7296,-0.0257,3.6157,0
345.6858,1031.9690,-13.7323,-0.0215,2.5743,0
345.8675,1031.9606,-13.7272,-0.0184,3.4815,0
346.0284,1031.9575,-13.7134,-0.0257,2.5950,0
346.2165,1031.9349,-13.6912,-0.0353,3.7501,0
346.3784,1031.9448,-13.7004,-0.0523,3.2476,0
346.5477,1031.9377,-13.6980,-0.0682,3.3248,0
346.7115,1031.9294,-13.6915,-0.0844,2.7578,0
346.8802,1031.9182,-13.6763,-0.0991,3.0655,0
347.0552,1031.9207,-13.6542,-0.1126,3.2548,0
347.2154,1031.8905,-13.6462,-0.1271,2.9887,0
347.3840,1031.8721,-13.6314,-0.1390,3.4292,0
347.5374,1031.8610,-13.6287,-0.1475,2.7064,0
347.7209,1031.8335,-13.6185,-0.1456,3.7291,0
347.8233,1031.8093,-13.6120,-0.1481,3.7979,0
347.9252,1031.7944,-13.6076,-0.1531,3.7087,0
348.0893,1031.7847,-13.6033,-0.1625,3.1023,0
348.2856,1031.7463,-13.6049,-0.1699,3.8530,0
348.3998,1031.7291,-13.5901,-0.1765,4.1921,0
348.5641,1031.7061,-13.5824,-0.1954,3.0349,0
348.7691,1031.6619,-13.5848,-0.2144,3.9675,0
348.9650,1031.6458,-13.5812,-0.2345,3.6985,0
349.1646,1031.5994,-13.5691,-0.2534,4.0231,0
349.2665,1031.5739,-13.5740,-0.2633,3.7856,0
349.4291,1031.5576,-13.5643,-0.2763,2.7401,0
349.6309,1031.5150,-13.5570,-0.2725,3.9457,0
349.7352,1031.4818,-13.5571,-0.2693,3.9392,0
349.8453,1031.4427,-13.5518,-0.2663,4.2117,0
349.9516,1031.4244,-13.5483,-0.2634,3.8847,0
350.1514,1031.3683,-13.5380,-0.2576,4.0472,0
350.2503,1031.3353,-13.5247,-0.2546,3.7772,0
350.3541,1031.3092,-13.5204,-0.2524,3.8574,0
350.4646,1031.2852,-13.5039,-0.2512,4.1121,0
350.6671,1031.2457,-13.5053,-0.2447,4.0805,0
350.7785,1031.2100,-13.5103,-0.2402,4.2182,0
350.8894,1031.1859,-13.5078,-0.2370,4.0831,0
351.0956,1031.1575,-13.5091,-0.2322,3.9149,0
351.2072,1031.1287,-13.5001,-0.2295,4.1716,0
351.3116,1031.0968,-13.4929,-0.2261,3.9351,0
351.4204,1031.0624,-13.4826,-0.2240,4.1206,0
351.5310,1031.0382,-13.4660,-0.2224,4.1240,0
351.6396,1031.0282,-13.4643,-0.2210,3.9193,0
351.7524,1031.0026,-13.4625,-0.2197,4.1710,0
351.9555,1030.9642,-13.4429,-0.2176,4.1110,0
352.0689,1030.9351,-13.4394,-0.2160,4.2228,0
352.1817,1030.9122,-13.4505,-0.2156,4.1595,0
352.2951,1030.8984,-13.4337,-0.2154,4.1576,0
352.5041,1030.8632,-13.4295,-0.2132,4.1473,0
352.6154,1030.8401,-13.4402,-0.2138,4.1157,0
352.7280,1030.8114,-13.4248,-0.2153,4.2159,0
352.9358,1030.7664,-13.4185,-0.2171,4.4919,0
353.0530,1030.7498,-13.4015,-0.2178,4.3189,0
353.1576,1030.7277,-13.4098,-0.2180,3.8497,0
353.2843,1030.7041,-13.3963,-0.2184,4.6722,0
353.3928,1030.6825,-13.4003,-0.2190,3.9779,0
353.5001,1030.6583,-13.4024,-0.2202,3.9598,0
353.6039,1030.6431,-13.3939,-0.2207,3.7890,0
353.7076,1030.6172,-13.4000,-0.2202,3.8570,0
353.8318,1030.5945,-13.3917,-0.2196,4.5556,0
353.9344,1030.5701,-13.3897,-0.2197,3.7930,0
354.0491,1030.5448,-13.3726,-0.2195,4.2730,0
354.1643,1030.5205,-13.3764,-0.2188,4.2430,0
354.2925,1030.4995,-13.3641,-0.2184,4.6990,0
354.4099,1030.4731,-13.3643,-0.2184,4.3226,0
354.5301,1030.4594,-13.3698,-0.2186,4.3628,0
354.6438,1030.4388,-13.3572,-0.2182,4.1885,0
354.7526,1030.4097,-13.3565,-0.2169,4.0527,0
354.8661,1030.3859,-13.3409,-0.2161,4.2218,0
354.9796,1030.3636,-13.3500,-0.2157,4.1737,0
355.1024,1030.3423,-13.3239,-0.2153,4.5872,0
355.2105,1030.3164,-13.3256,-0.2149,3.9949,0
355.3351,1030.2845,-13.3045,-0.2145,4.6921,0
355.4585,1030.2677,-13.3290,-0.2144,4.5645,0
355.5774,1030.2450,-13.3204,-0.2150,4.3790,0
355.6779,1030.2377,-13.3210,-0.2152,3.6215,0
355.8026,1030.2030,-13.3125,-0.2140,4.6843,0
355.9242,1030.1707,-13.3136,-0.2132,4.5243,0
356.0569,1030.1432,-13.3108,-0.2131,4.8785,0
356.1723,1030.1233,-13.3054,-0.2128,4.2262,0
356.3007,1030.0985,-13.2975,-0.2122,4.7182,0
356.4314,1030.0680,-13.2980,-0.2127,4.8313,0
356.5660,1030.0377,-13.2901,-0.2154,4.9647,0
356.6989,1030.0201,-13.2892,-0.2199,4.8362,0
356.8138,1029.9935,-13.2819,-0.2254,4.2545,0
356.9370,1029.9736,-13.2480,-0.2297,4.6522,0
357.0420,1029.9496,-13.2552,-0.2317,3.8802,0
357.1638,1029.9193,-13.2546,-0.2322,4.5160,0
357.2843,1029.9019,-13.2603,-0.2317,4.3931,0
357.4076,1029.8749,-13.2517,-0.2309,4.5605,0
357.5354,1029.8580,-13.2336,-0.2302,4.6837,0
357.6556,1029.8264,-13.2418,-0.2288,4.4824,0
357.7903,1029.7938,-13.2225,-0.2274,5.0434,0
357.9104,1029.7705,-13.2323,-0.2258,4.4127,0
358.0441,1029.7341,-13.2276,-0.2247,5.0037,0
358.1770,1029.7115,-13.2110,-0.2236,4.8863,0
358.3065,1029.6769,-13.2000,-0.2233,4.8429,0
358.4316,1029.6539,-13.2002,-0.2241,4.5685,0
358.5519,1029.6390,-13.2004,-0.2253,4.3596,0
358.6790,1029.6256,-13.1896,-0.2258,4.6207,0
358.8068,1029.5963,-13.1849,-0.2264,4.7254,0
358.9361,1029.5582,-13.1896,-0.2272,4.8486,0
359.0735,1029.5327,-13.1762,-0.2281,5.0639,0
359.1953,1029.4983,-13.1665,-0.2291,4.5734,0
359.3229,1029.4727,-13.1629,-0.2294,4.6837,0
359.4502,1029.4496,-13.1602,-0.2294,4.6512,0
359.5821,1029.4116,-13.1616,-0.2298,4.9475,0
359.7099,1029.3875,-13.1554,-0.2302,4.6844,0
359.8395,1029.3610,-13.1603,-0.2302,4.7645,0
359.9785,1029.3444,-13.1500,-0.2308,5.0638,0
360.1079,1029.3192,-13.1325,-0.2302,4.7841,0
360.2425,1029.2954,-13.1402,-0.2296,4.9283,0
360.3626,1029.2651,-13.1174,-0.2288,4.5386,0
360.4782,1029.2391,-13.1387,-0.2281,4.3368,0
360.6055,1029.2085,-13.1226,-0.2277,4.7414,0
360.7347,1029.1824,-13.1396,-0.2274,4.7892,0
360.8623,1029.1578,-13.1417,-0.2270,4.6774,0
360.9997,1029.1428,-13.1430,-0.2274,4.9704,0
361.1253,1029.1144,-13.1413,-0.2283,4.6442,0
361.2544,1029.0839,-13.1314,-0.2292,4.7858,0
361.3960,1029.0535,-13.1206,-0.2302,5.2234,0
361.5230,1029.0250,-13.1229,-0.2316,4.6881,0
361.6494,1028.9937,-13.1081,-0.2336,4.7205,0
361.7619,1028.9691,-13.1064,-0.2352,4.1482,0
361.8752,1028.9547,-13.0905,-0.2362,4.1542,0
361.9899,1028.9291,-13.0839,-0.2370,4.2340,0
362.1127,1028.9037,-13.0908,-0.2393,4.5219,0
362.2242,1028.8662,-13.0836,-0.2415,4.2389,0
362.3282,1028.8400,-13.0689,-0.2416,3.8940,0
362.4438,1028.8079,-13.0670,-0.2416,4.3208,0
362.5694,1028.7831,-13.0587,-0.2424,4.6240,0
362.7009,1028.7675,-13.0640,-0.2434,4.7634,0
362.8102,1028.7374,-13.0528,-0.2438,4.1038,0
362.9305,1028.7113,-13.0387,-0.2435,4.4648,0
363.0643,1028.6849,-13.0442,-0.2442,4.9142,0
363.2623,1028.6213,-13.0433,-0.2456,3.9338,0
363.3749,1028.5986,-13.0325,-0.2458,4.1443,0
363.4863,1028.5712,-13.0323,-0.2456,4.1331,0
363.6014,1028.5404,-13.0279,-0.2462,4.3009,0
363.7138,1028.5175,-13.0153,-0.2466,4.1477,0
363.8277,1028.4822,-13.0070,-0.2470,4.3079,0
363.9278,1028.4602,-12.9928,-0.2465,3.7201,0
364.0411,1028.4337,-12.9900,-0.2457,4.1922,0
364.1548,1028.4191,-12.9824,-0.2455,4.1357,0
364.3594,1028.3715,-12.9932,-0.2407,4.0747,0
364.4661,1028.3555,-12.9738,-0.2375,3.9408,0
364.5733,1028.3287,-12.9743,-0.2348,3.9842,0
364.6906,1028.3003,-12.9668,-0.2318,4.3529,0
364.7972,1028.2782,-12.9599,-0.2289,3.9302,0
364.9043,1028.2472,-12.9632,-0.2259,4.0230,0
365.0022,1028.2250,-12.9781,-0.2227,3.6500,0
365.1134,1028.2047,-12.9632,-0.2199,4.1051,0
365.2219,1028.1752,-12.9590,-0.2171,4.0483,0
365.3325,1028.1617,-12.9426,-0.2136,4.0474,0
365.4455,1028.1481,-12.9456,-0.2099,4.0999,0
365.5674,1028.1283,-12.9309,-0.2073,4.4760,0
365.6873,1028.1093,-12.9252,-0.2060,4.3810,0
365.7900,1028.0848,-12.9207,-0.2051,3.7995,0
365.9010,1028.0701,-12.9219,-0.2047,4.0345,0
366.0168,1028.0399,-12.9118,-0.2043,4.3162,0
366.1330,1028.0121,-12.9004,-0.2043,4.3230,0
366.2442,1027.9916,-12.9055,-0.2043,4.0776,0
366.3612,1027.9639,-12.8952,-0.2045,4.3432,0
366.4695,1027.9419,-12.8966,-0.2047,3.9838,0
366.5748,1027.9318,-12.9017,-0.2052,3.8107,0
366.6745,1027.9086,-12.8902,-0.2051,3.7118,0
366.7784,1027.8876,-12.9029,-0.2048,3.8400,0
366.8892,1027.8688,-12.8871,-0.2051,4.0892,0
366.9952,1027.8501,-12.8879,-0.2051,3.8695,0
367.1078,1027.8344,-12.8903,-0.2046,4.1007,0
367.2114,1027.8175,-12.8741,-0.2047,3.8214,0
367.4132,1027.7786,-12.8706,-0.2040,4.1638,0
367.5156,1027.7572,-12.8594,-0.2032,3.7893,0
367.6248,1027.7303,-12.8606,-0.2033,4.0588,0
367.7234,1027.7126,-12.8436,-0.2029,3.6569,0
367.9339,1027.6885,-12.8383,-0.2022,4.1427,0
368.0418,1027.6708,-12.8464,-0.2021,3.9409,0
368.2396,1027.6189,-12.8309,-0.2023,3.8270,0
368.4378,1027.5846,-12.8273,-0.2047,3.8254,0
368.6325,1027.5437,-12.8363,-0.2065,3.8525,0
368.8212,1027.5077,-12.8291,-0.2108,3.6483,0
369.0047,1027.4728,-12.8264,-0.2174,3.1976,0
369.1877,1027.4301,-12.8165,-0.2242,3.4949,0
369.3904,1027.3875,-12.7945,-0.2301,3.9540,0
369.5781,1027.3550,-12.7804,-0.2368,3.4956,0
369.7651,1027.3097,-12.7862,-0.2438,3.6433,0
369.9303,1027.2823,-12.7862,-0.2499,3.2309,0
370.0346,1027.2589,-12.7664,-0.2525,3.9195,0
370.2114,1027.2096,-12.7737,-0.2580,3.4843,0
370.3768,1027.1687,-12.7629,-0.2627,3.2389,0
370.5552,1027.1199,-12.7578,-0.2664,3.3020,0
370.7496,1027.0825,-12.7469,-0.2693,3.5900,0
370.9289,1027.0364,-12.7453,-0.2725,3.2336,0
371.1067,1026.9718,-12.7354,-0.2763,3.4282,0
371.2912,1026.9353,-12.7178,-0.2801,3.4383,0
371.4710,1026.8844,-12.7221,-0.2831,3.4349,0
371.6428,1026.8450,-12.7155,-0.2857,3.0715,0
371.8214,1026.8016,-12.7050,-0.2867,3.3519,0
372.0040,1026.7500,-12.6924,-0.2863,3.5097,0
372.1838,1026.6980,-12.6866,-0.2843,3.6998,0
372.2876,1026.6772,-12.6826,-0.2840,3.8121,0
372.4515,1026.6385,-12.6746,-0.2795,3.2677,0
372.5510,1026.6060,-12.6724,-0.2760,3.7650,0
372.6486,1026.5809,-12.6713,-0.2740,3.6346,0
372.8304,1026.5378,-12.6721,-0.2690,3.4222,0
372.9283,1026.5090,-12.6640,-0.2661,3.6872,0
373.1164,1026.4637,-12.6548,-0.2604,3.5854,0
373.2149,1026.4335,-12.6451,-0.2564,3.7239,0
373.3163,1026.4128,-12.6417,-0.2529,3.7183,0
373.5047,1026.3774,-12.6377,-0.2479,3.4940,0
373.6931,1026.3246,-12.6192,-0.2423,3.8797,0
373.8039,1026.2949,-12.6288,-0.2410,4.1476,0
373.9080,1026.2734,-12.6110,-0.2409,3.8765,0
374.0913,1026.2280,-12.6123,-0.2386,3.7257,0
374.1920,1026.2119,-12.6101,-0.2369,3.6725,0
374.3787,1026.1705,-12.6016,-0.2321,3.5336,0
374.4841,1026.1498,-12.5947,-0.2291,3.8735,0
374.5945,1026.1382,-12.6002,-0.2264,3.9978,0
374.6929,1026.1194,-12.5984,-0.2236,3.5981,0
374.8747,1026.0752,-12.5883,-0.2163,3.2603,0
375.0392,1026.0460,-12.5726,-0.2021,2.8914,0
375.2099,1026.0238,-12.5747,-0.1721,2.9170,0
375.3213,1026.0178,-12.5605,-0.1549,4.0547,0
375.4340,1025.9882,-12.5586,-0.1377,4.1946,0
375.6171,1025.9675,-12.5496,-0.1015,3.4918,0
375.7238,1025.9707,-12.5417,-0.0834,3.8594,0
375.9144,1025.9604,-12.5347,-0.0445,3.7844,0
376.1119,1025.9512,-12.5298,-0.0065,3.5400,0
376.2997,1025.9558,-12.5066,0.0305,3.6415,0
376.4943,1025.9642,-12.4972,0.0670,3.4546,0
376.6826,1025.9626,-12.4931,0.1037,3.3450,0
376.8741,1025.9998,-12.4865,0.1433,3.6046,0
376.9753,1026.0043,-12.4783,0.1621,3.6620,0
377.1476,1026.0126,-12.4642,0.2025,3.2736,0
377.2585,1026.0345,-12.4533,0.2221,4.0817,0
377.4272,1026.0697,-12.4341,0.2602,2.9234,0
377.6052,1026.1169,-12.4308,0.3001,3.4618,0
377.7673,1026.1532,-12.4234,0.3390,2.9746,0
377.9121,1026.2168,-12.4259,0.3779,2.1687,0
378.0593,1026.2399,-12.4220,0.4252,3.1838,0
378.2328,1026.3356,-12.4217,0.4755,3.6604,0
378.3833,1026.3971,-12.3977,0.5241,3.4397,0
378.5463,1026.4775,-12.3846,0.5701,3.2331,0
378.6732,1026.5549,-12.3697,0.6152,3.3796,0
378.8078,1026.6499,-12.3667,0.6616,2.9871,0
378.9398,1026.7207,-12.3659,0.7033,2.4898,0
379.0538,1026.7996,-12.3785,0.7428,2.6401,0
379.1390,1026.8993,-12.3706,0.7814,2.7854,0
379.2410,1026.9764,-12.3677,0.8180,2.0426,0
379.3376,1027.0663,-12.3536,0.8547,2.3338,0
379.4168,1027.1543,-12.3545,0.8896,2.4022,0
379.4870,1027.2448,-12.3543,0.9227,1.8250,0
379.5703,1027.3301,-12.3530,0.9539,1.7864,0
379.6375,1027.4341,-12.3414,0.9811,2.0691,0
379.7031,1027.5369,-12.3352,0.9992,2.1389,0
379.7536,1027.6577,-12.3357,1.0093,1.6487,0
379.7096,1027.5546,-12.3345,1.0305,-0.5957,0
379.6380,1027.4418,-12.3369,1.0375,-1.5942,0
379.5844,1027.3479,-12.3532,1.0469,-1.9991,0
379.5340,1027.2526,-12.3444,1.0596,-2.1136,0
379.4774,1027.1499,-12.3538,1.0763,-2.0151,0
379.4230,1027.0267,-12.3599,1.0952,-2.5374,0
379.3727,1026.9081,-12.3661,1.1161,-2.4826,0
379.2932,1026.7598,-12.3696,1.1386,-3.2122,0
379.2141,1026.6069,-12.3821,1.1641,-3.1466,0
379.1689,1026.4208,-12.3821,1.1953,-3.5658,0
379.1092,1026.2544,-12.4073,1.2347,-3.0726,0
379.0740,1026.1599,-12.4162,1.2570,-3.6488,0
379.0174,1025.9858,-12.4075,1.3035,-3.1829,0
378.9852,1025.8064,-12.4108,1.3545,-3.1147,0
378.9171,1025.6417,-12.4065,1.4062,-3.4368,0
378.9103,1025.5388,-12.4156,1.4330,-3.7335,0
378.8808,1025.3513,-12.4329,1.4870,-3.5096,0
378.8662,1025.2484,-12.4248,1.5139,-3.7558,0
378.8710,1025.1429,-12.4300,1.5411,-3.8057,0
378.8782,1024.9586,-12.4325,1.5941,-3.5670,0
378.8799,1024.8503,-12.4524,1.6212,-3.9612,0
378.8909,1024.7194,-12.4462,1.6486,-4.7348,0
378.8942,1024.6077,-12.4528,1.6767,-4.0238,0
378.9322,1024.4019,-12.4516,1.7348,-4.0035,0
378.9674,1024.2952,-12.4494,1.7641,-4.0435,0
379.0692,1024.1252,-12.4429,1.8197,-3.7573,0
379.1658,1024.0430,-12.4493,1.8750,-1.5855,0
379.2465,1023.8494,-12.4533,1.9378,-4.4713,0
379.2811,1023.7368,-12.4546,1.9697,-4.2350,0
379.3270,1023.6346,-12.4591,2.0014,-4.0294,0
379.3757,1023.5090,-12.4608,2.0326,-4.8466,0
379.4385,1023.3974,-12.4676,2.0628,-4.6145,0
379.5372,1023.2729,-12.4663,2.1193,-3.1009,0
379.5944,1023.1684,-12.4717,2.1483,-4.2903,0
379.6537,1023.0715,-12.4692,2.1767,-4.0686,0
379.7185,1022.9792,-12.4723,2.2050,-4.0928,0
379.7830,1022.8968,-12.4782,2.2328,-3.7709,0
379.9104,1022.7406,-12.4800,2.2856,-3.8936,0
380.0203,1022.5916,-12.4891,2.3330,-4.0874,0
380.1225,1022.4588,-12.4723,2.3489,-2.8855,0
380.2543,1022.3272,-12.4831,2.3474,-3.2283,0
380.3728,1022.2083,-12.4440,2.3441,-3.2074,0
380.4844,1022.1086,-12.4741,2.3402,-2.4522,0
380.5541,1022.0042,-12.4848,2.3383,-1.5546,0
380.4814,1022.1021,-12.4636,2.3427,1.0018,0
380.3878,1022.1901,-12.4787,2.3303,1.6384,0
380.2987,1022.2736,-12.4720,2.3123,1.3820,0
380.2107,1022.3775,-12.4688,2.2924,1.6885,0
380.1430,1022.4525,-12.4768,2.2758,1.7867,0
380.0335,1022.5734,-12.4777,2.2497,2.4885,0
379.9618,1022.6758,-12.4813,2.2304,2.2578,0
379.8738,1022.7751,-12.4712,2.2085,2.5744,0
379.7802,1022.8973,-12.4717,2.1850,2.5212,0
379.6718,1023.0089,-12.4748,2.1631,3.0825,0
379.5883,1023.1423,-12.4670,2.1424,3.0263,0
379.4860,1023.2914,-12.4734,2.1225,3.3082,0
379.3883,1023.4308,-12.4735,2.1047,3.0572,0
379.3333,1023.5197,-12.4689,2.0956,3.7574,0
379.2270,1023.6646,-12.4756,2.0919,3.1411,0
379.1702,1023.7532,-12.4724,2.0951,3.7971,0
379.1240,1023.8552,-12.4551,2.0988,4.0738,0
379.0820,1023.9760,-12.4664,2.0993,4.6261,0
379.0266,1024.0873,-12.4524,2.0931,4.5042,0
378.9631,1024.1786,-12.4502,2.0823,4.0114,0
378.8980,1024.2676,-12.4503,2.0680,3.9712,0
378.8263,1024.3909,-12.4642,2.0530,5.1633,0
378.7548,1024.5006,-12.4548,2.0380,4.7146,0
378.6967,1024.5968,-12.4492,2.0240,4.0493,0
378.6355,1024.6882,-12.4467,2.0160,3.9646,0
378.5214,1024.8828,-12.4662,2.0171,4.5885,0
378.4638,1025.0056,-12.4632,2.0213,4.8840,0
378.4140,1025.1160,-12.4585,2.0264,4.3575,0
378.3593,1025.2487,-12.4595,2.0320,5.1705,0
378.2953,1025.3707,-12.4692,2.0370,4.9674,0
378.2197,1025.4821,-12.4718,2.0416,4.8417,0
378.1545,1025.5956,-12.4563,2.0484,4.7399,0
378.0956,1025.7212,-12.4551,2.0577,5.0027,0
378.0383,1025.8464,-12.4503,2.0695,4.9545,0
377.9654,1025.9763,-12.4713,2.0819,5.4178,0
377.9132,1026.1118,-12.4602,2.1001,5.2407,0
377.8225,1026.2357,-12.4708,2.1214,5.5510,0
377.7413,1026.3700,-12.4577,2.1426,5.6543,0
377.6616,1026.4967,-12.4786,2.1633,5.4532,0
377.5804,1026.6393,-12.4681,2.1846,5.9162,0
377.4916,1026.7727,-12.4709,2.2081,5.7789,0
377.3985,1026.9022,-12.4691,2.2333,5.7322,0
377.2982,1027.0226,-12.4643,2.2605,5.6538,0
377.1965,1027.1420,-12.4707,2.2910,5.6477,0
377.1086,1027.2583,-12.4631,2.3220,5.2557,0
377.0330,1027.3882,-12.4576,2.3559,5.4158,0
376.9149,1027.5330,-12.4526,2.3935,6.7380,0
376.8196,1027.6049,-12.4465,2.4355,4.2969,0
376.7137,1027.7229,-12.4596,2.4772,5.7143,0
376.6151,1027.8253,-12.4531,2.5184,5.1227,0
376.5023,1027.9148,-12.4544,2.5604,5.1898,0
376.3779,1027.9907,-12.4605,2.6033,5.2457,0
376.2649,1028.0594,-12.4533,2.6455,4.7711,0
376.1602,1028.1217,-12.4567,2.6864,4.3858,0
376.0342,1028.1960,-12.4487,2.7266,5.2769,0
375.8686,1028.2126,-12.4766,2.7630,6.0768,0
375.6982,1028.2296,-12.4641,2.7838,6.1843,0
375.5563,1028.2827,-12.4865,2.7948,5.5163,0
375.4178,1028.3281,-12.4806,2.8019,5.2608,0
375.2898,1028.3663,-12.4814,2.8086,4.8097,0
375.1627,1028.4033,-12.5038,2.8136,4.8307,0
375.0384,1028.4369,-12.4928,2.8179,4.6595,0
374.9166,1028.4801,-12.5135,2.8225,4.7091,0
374.7932,1028.5214,-12.5051,2.8263,4.6960,0
374.5865,1028.5892,-12.5236,2.8358,4.3700,0
374.4844,1028.6204,-12.5175,2.8419,3.8516,0
374.2927,1028.6754,-12.5174,2.8571,3.6746,0
374.0897,1028.7369,-12.5237,2.8732,4.1917,0
373.9907,1028.7637,-12.5361,2.8803,3.7217,0
373.7993,1028.8119,-12.5359,2.8867,3.5953,0
373.6242,1028.8621,-12.5467,2.8934,2.9683,0
373.4441,1028.8940,-12.5584,2.9052,3.2241,0
373.2654,1028.9320,-12.5744,2.9213,3.5126,0
373.0973,1028.9769,-12.5791,2.9362,3.2599,0
372.9270,1029.0129,-12.5775,2.9469,3.1744,0
372.7600,1029.0394,-12.5869,2.9526,3.3496,0
372.5953,1029.0741,-12.5907,2.9589,3.2604,0
372.4216,1029.1000,-12.5939,2.9655,3.4485,0
372.2389,1029.1334,-12.6089,2.9708,3.4994,0
372.0618,1029.1615,-12.6157,2.9761,3.2298,0
371.9573,1029.1757,-12.6186,2.9779,3.7977,0
371.8464,1029.1857,-12.6268,2.9781,4.0166,0
371.7418,1029.2058,-12.6246,2.9757,3.8352,0
371.6371,1029.2211,-12.6255,2.9709,3.8130,0
371.5374,1029.2327,-12.6298,2.9638,3.6203,0
371.4342,1029.2472,-12.6266,2.9553,3.7526,0
371.3246,1029.2668,-12.6430,2.9474,4.0493,0
371.1425,1029.2930,-12.6513,2.9364,3.1131,0
370.9563,1029.3258,-12.6642,2.9357,3.6641,0
370.8482,1029.3467,-12.6722,2.9396,3.9691,0
370.7514,1029.3783,-12.6686,2.9438,3.6650,0
370.6477,1029.3975,-12.6778,2.9473,3.8166,0
370.5415,1029.4149,-12.6679,2.9504,3.8876,0
370.4294,1029.4250,-12.6753,2.9538,4.0678,0
370.3216,1029.4437,-12.6868,2.9580,3.9645,0
370.2038,1029.4652,-12.6913,2.9620,4.3132,0
370.0791,1029.4919,-12.6878,2.9625,4.5894,0
369.9333,1029.5066,-12.7009,2.9563,5.2925,0
369.8021,1029.5276,-12.6913,2.9447,4.8071,0
369.6721,1029.5519,-12.7022,2.9293,4.7824,0
369.5584,1029.5808,-12.7105,2.9118,4.2351,0
369.4380,1029.5940,-12.7058,2.8944,4.3580,0
369.3253,1029.6321,-12.7121,2.8785,4.2797,0
369.2203,1029.6492,-12.7138,2.8623,3.8254,0
369.1070,1029.6877,-12.7134,2.8467,4.3165,0
368.9397,1029.7266,-12.7219,2.8390,3.2941,0
368.8238,1029.7649,-12.7284,2.8419,4.4024,0
368.7147,1029.7883,-12.7250,2.8445,4.0303,0
368.6019,1029.8251,-12.7332,2.8473,4.2710,0
368.4744,1029.8573,-12.7338,2.8505,4.7384,0
368.3586,1029.8961,-12.7434,2.8542,4.4047,0
368.2458,1029.9370,-12.7524,2.8578,4.3322,0
368.1247,1029.9648,-12.7561,2.8611,4.4725,0
368.0135,1029.9989,-12.7515,2.8646,4.1859,0
367.8961,1030.0253,-12.7669,2.8683,4.3599,0
367.7701,1030.0607,-12.7637,2.8717,4.7170,0
367.6483,1030.0957,-12.7796,2.8752,4.5966,0
367.5161,1030.1338,-12.7809,2.8760,4.9565,0
367.3880,1030.1593,-12.7733,2.8747,4.7104,0
367.2635,1030.1975,-12.7886,2.8721,4.7255,0
367.1309,1030.2264,-12.7872,2.8678,4.8806,0
367.0045,1030.2567,-12.8000,2.8635,4.7055,0
366.8799,1030.2861,-12.7990,2.8602,4.6123,0
