x,y,z,yaw,velocity,change_flag
366.7654,1030.3074,-12.7962,2.8583,4.1968,0
366.6482,1030.3422,-12.8150,2.8597,4.4524,0
366.5291,1030.3682,-12.8217,2.8627,4.3897,0
366.4118,1030.3978,-12.8046,2.8666,4.3976,0
366.2865,1030.4425,-12.8309,2.8715,4.8753,0
366.1549,1030.4875,-12.8354,2.8759,5.0052,0
366.0337,1030.5096,-12.8464,2.8792,4.4612,0
365.9147,1030.5294,-12.8350,2.8822,4.3653,0
365.7916,1030.5574,-12.8452,2.8873,4.5677,0
365.6638,1030.5939,-12.8539,2.8922,4.7854,0
365.5356,1030.6196,-12.8533,2.8957,4.7150,0
365.3898,1030.6578,-12.8612,2.8965,5.4333,0
365.2575,1030.6913,-12.8593,2.8948,4.9043,0
365.1139,1030.7239,-12.8681,2.8893,5.3169,0
364.9775,1030.7610,-12.8642,2.8837,5.0866,0
364.8628,1030.7870,-12.8743,2.8792,4.2581,0
364.7267,1030.8192,-12.8761,2.8765,5.0400,0
364.5950,1030.8624,-12.8886,2.8745,5.0014,0
364.4701,1030.8865,-12.8943,2.8721,4.5849,0
364.3363,1030.9193,-12.8950,2.8707,4.9597,0
364.2153,1030.9557,-12.8983,2.8698,4.5420,0
364.1039,1030.9818,-12.9040,2.8693,4.1267,0
363.9886,1031.0038,-12.9024,2.8692,4.2208,0
363.8661,1031.0316,-12.9184,2.8693,4.5642,0
363.7345,1031.0527,-12.9086,2.8709,4.8135,0
363.6157,1031.0952,-12.9194,2.8733,4.5596,0
363.5036,1031.1241,-12.9267,2.8755,4.1755,0
363.3810,1031.1560,-12.9444,2.8786,4.6034,0
363.2491,1031.1786,-12.9319,2.8825,4.8352,0
363.1281,1031.2118,-12.9382,2.8875,4.5262,0
363.0014,1031.2457,-12.9553,2.8912,4.7681,0
362.8700,1031.2781,-12.9438,2.8931,4.8877,0
362.7397,1031.3121,-12.9543,2.8946,4.8700,0
362.6020,1031.3351,-12.9510,2.8957,5.0212,0
362.4836,1031.3674,-12.9519,2.8967,4.4130,0
362.3701,1031.3944,-12.9660,2.8977,4.2293,0
362.2487,1031.4208,-12.9610,2.8987,4.4767,0
362.1281,1031.4596,-12.9824,2.9001,4.6235,0
362.0016,1031.4817,-12.9779,2.9014,4.6170,0
361.8733,1031.5132,-12.9921,2.9032,4.7870,0
361.7432,1031.5325,-12.9817,2.9053,4.7462,0
361.6293,1031.5618,-12.9873,2.9077,4.2454,0
361.5094,1031.5807,-12.9978,2.9099,4.3866,0
361.3762,1031.6083,-12.9943,2.9111,4.9057,0
361.2510,1031.6317,-13.0037,2.9119,4.5936,0
361.1245,1031.6705,-13.0006,2.9127,4.7726,0
361.0008,1031.7028,-13.0097,2.9129,4.6129,0
360.8731,1031.7294,-13.0119,2.9116,4.6824,0
360.7454,1031.7587,-13.0178,2.9096,4.7315,0
360.6292,1031.7739,-13.0110,2.9051,4.2148,0
360.4980,1031.8064,-12.9997,2.9019,4.8883,0
360.3840,1031.8448,-13.0198,2.8990,4.3931,0
360.2611,1031.8638,-13.0263,2.8945,4.4892,0
360.1393,1031.8878,-13.0500,2.8893,4.5428,0
360.0158,1031.9218,-13.0451,2.8836,4.6265,0
359.9016,1031.9611,-13.0395,2.8784,4.3528,0
359.7812,1031.9949,-13.0605,2.8727,4.5727,0
359.6649,1032.0112,-13.0577,2.8671,4.2257,0
359.5396,1032.0466,-13.0600,2.8625,4.6810,0
359.4198,1032.0790,-13.0518,2.8587,4.4744,0
359.2962,1032.1099,-13.0664,2.8558,4.6130,0
359.1812,1032.1388,-13.0539,2.8526,4.2879,0
359.0761,1032.1676,-13.0888,2.8508,4.1159,0
358.9597,1032.1871,-13.0730,2.8502,4.2930,0
358.8428,1032.2201,-13.0771,2.8521,4.3786,0
358.7387,1032.2538,-13.0874,2.8551,3.9599,0
358.6169,1032.2836,-13.0833,2.8583,4.5192,0
358.5110,1032.3146,-13.0951,2.8614,3.9925,0
358.3997,1032.3507,-13.1086,2.8640,4.2418,0
358.2845,1032.3756,-13.1011,2.8675,4.2509,0
358.1730,1032.4091,-13.1152,2.8711,4.2296,0
358.0513,1032.4301,-13.1112,2.8745,4.4409,0
357.9366,1032.4673,-13.1107,2.8781,4.3472,0
357.8213,1032.5002,-13.1190,2.8808,4.3224,0
357.6955,1032.5327,-13.1202,2.8832,4.6710,0
357.5752,1032.5675,-13.1235,2.8832,4.5051,0
357.4397,1032.6031,-13.1242,2.8798,5.0436,0
357.3270,1032.6373,-13.1346,2.8749,4.2644,0
357.2099,1032.6515,-13.1265,2.8702,4.2565,0
357.0966,1032.6803,-13.1479,2.8687,4.2729,0
356.9939,1032.7079,-13.1453,2.8697,3.8336,0
356.8797,1032.7428,-13.1675,2.8717,4.3750,0
356.7691,1032.7681,-13.1551,2.8740,4.1045,0
356.6578,1032.7986,-13.1636,2.8771,4.1697,0
356.5506,1032.8214,-13.1563,2.8810,3.9566,0
356.4355,1032.8555,-13.1697,2.8854,4.3413,0
356.3147,1032.8816,-13.1731,2.8891,4.4447,0
356.1966,1032.9050,-13.1649,2.8927,4.3402,0
356.0856,1032.9325,-13.1822,2.8960,4.1737,0
355.9692,1032.9586,-13.1818,2.8989,4.2960,0
355.8522,1032.9786,-13.1961,2.9003,4.3050,0
355.7263,1033.0162,-13.1871,2.9011,4.7439,0
355.6138,1033.0422,-13.1853,2.9020,4.1585,0
355.5026,1033.0767,-13.1955,2.9031,4.2098,0
355.3867,1033.0902,-13.1994,2.9026,4.1985,0
355.2820,1033.1094,-13.1909,2.9001,3.8464,0
355.1646,1033.1401,-13.1906,2.8975,4.3634,0
355.0573,1033.1698,-13.2019,2.8959,4.0305,0
354.9532,1033.1899,-13.1992,2.8950,3.8118,0
354.8514,1033.2168,-13.2045,2.8941,3.7996,0
354.7518,1033.2399,-13.1967,2.8934,3.6853,0
354.6511,1033.2625,-13.2106,2.8926,3.7523,0
354.5555,1033.2968,-13.2257,2.8919,3.6963,0
354.4482,1033.3241,-13.2330,2.8910,3.9947,0
354.2550,1033.3676,-13.2435,2.8898,3.7580,0
354.0906,1033.3970,-13.2524,2.8892,2.8282,0
353.9193,1033.4457,-13.2601,2.8888,3.2078,0
353.7428,1033.4883,-13.2790,2.8871,3.1995,0
353.5793,1033.5295,-13.2708,2.8864,3.0247,0
353.4051,1033.5608,-13.2729,2.8840,3.1057,0
353.2348,1033.6105,-13.2584,2.8810,3.2944,0
353.0622,1033.6610,-13.2792,2.8753,3.3131,0
352.8787,1033.7161,-13.2774,2.8680,3.3838,0
352.7208,1033.7427,-13.3044,2.8603,2.9363,0
352.5484,1033.7817,-13.3064,2.8534,3.5483,0
352.3590,1033.8341,-13.3154,2.8478,3.5258,0
352.1655,1033.8981,-13.3085,2.8409,3.7597,0
351.9758,1033.9589,-13.3137,2.8328,3.7759,0
351.8744,1033.9862,-13.3100,2.8278,3.7857,0
351.7706,1034.0184,-13.3171,2.8215,3.9174,0
351.6669,1034.0364,-13.3186,2.8132,3.7886,0
351.5644,1034.0667,-13.3291,2.8046,3.8609,0
351.4638,1034.1047,-13.3308,2.7950,3.8743,0
351.2606,1034.1831,-13.3435,2.7740,4.2612,0
351.1585,1034.2192,-13.3338,2.7626,3.9139,0
351.0540,1034.2720,-13.3485,2.7504,4.2519,0
350.9427,1034.3082,-13.3376,2.7375,4.2311,0
350.8414,1034.3344,-13.3402,2.7243,3.7632,0
350.7460,1034.3864,-13.3462,2.7110,3.9119,0
350.6429,1034.4462,-13.3510,2.6978,4.2972,0
350.5377,1034.4889,-13.3582,2.6841,4.0929,0
350.3432,1034.5873,-13.3610,2.6546,4.6545,0
350.1704,1034.6650,-13.3621,2.6251,3.6966,0
350.0790,1034.7070,-13.3747,2.6089,3.6483,0
349.9905,1034.7563,-13.3735,2.5908,3.6417,0
349.8977,1034.8279,-13.3706,2.5705,4.2306,0
349.8056,1034.8861,-13.3731,2.5490,3.9309,0
349.6602,1034.9597,-13.3893,2.5043,2.7759,0
349.5218,1035.0636,-13.3865,2.4606,2.9766,0
349.3786,1035.1677,-13.3987,2.4160,2.9521,0
349.2474,1035.2788,-13.4052,2.3711,3.1643,0
349.1157,1035.3942,-13.4178,2.3246,3.1384,0
348.9731,1035.5389,-13.4295,2.2775,3.9166,0
348.8576,1035.6531,-13.4135,2.2277,2.6034,0
348.7722,1035.8220,-13.4240,2.1729,3.2323,0
348.6704,1035.9601,-13.4237,2.1186,3.1785,0
348.5965,1036.1051,-13.4356,2.0667,3.3564,0
348.5180,1036.2515,-13.4337,2.0127,3.2525,0
348.4838,1036.4006,-13.4411,1.9593,2.9333,0
348.3983,1036.5559,-13.4508,1.9051,3.1405,0
348.3716,1036.7084,-13.4330,1.8524,2.6739,0
348.3405,1036.8569,-13.4211,1.8008,3.0869,0
348.2901,1037.0050,-13.4277,1.7506,2.8264,0
348.2635,1037.1556,-13.4235,1.7009,2.3293,0
348.2428,1037.3031,-13.4278,1.6544,2.4154,0
348.2410,1037.4294,-13.4097,1.6075,2.3909,0
348.2407,1037.5791,-13.4000,1.5638,2.9204,0
348.2081,1037.7065,-13.4066,1.5184,2.3903,0
348.2247,1037.8348,-13.4150,1.4749,2.2789,0
348.2208,1037.9652,-13.4125,1.4325,2.0673,0
348.2473,1038.0900,-13.4095,1.3903,2.7550,0
348.2552,1038.2198,-13.3998,1.3481,2.6499,0
348.3177,1038.3530,-13.3764,1.3036,3.0353,0
348.3242,1038.4873,-13.3769,1.2586,2.5907,0
348.3844,1038.6133,-13.3659,1.2138,2.7186,0
348.4127,1038.7360,-13.3768,1.1695,1.9929,0
348.4914,1038.8689,-13.3672,1.1269,2.9855,0
348.5273,1038.9915,-13.3596,1.0851,2.1656,0
348.6153,1039.1105,-13.3361,1.0439,2.9952,0
348.6694,1039.2296,-13.3588,1.0047,2.2829,0
348.7883,1039.3309,-13.3291,0.9688,3.1752,0
348.8405,1039.4731,-13.3099,0.9320,2.1990,0
348.9396,1039.5803,-13.3016,0.8932,3.5023,0
349.0463,1039.6980,-13.2998,0.8570,2.9972,0
349.0952,1039.8330,-13.2921,0.8199,1.9986,0
349.1747,1039.9036,-13.2785,0.8151,1.9148,0
349.2628,1039.9934,-13.2652,0.8160,2.5083,0
349.3471,1040.0736,-13.2538,0.8173,2.2157,0
349.2688,1039.9877,-13.2811,0.7778,-1.1100,0
349.1836,1039.9120,-13.2913,0.7446,-1.8391,0
349.0985,1039.8394,-13.2980,0.7146,-1.8091,0
349.0123,1039.7448,-13.3037,0.6813,-1.8989,0
348.8889,1039.6409,-13.3162,0.6479,-2.6308,0
348.7830,1039.5654,-13.3350,0.6375,-4.7192,0
348.6465,1039.4746,-13.3376,0.6167,-3.7141,0
348.4880,1039.3542,-13.3553,0.6043,-3.6554,0
348.3399,1039.2550,-13.3512,0.5874,-3.1283,0
348.2552,1039.1908,-13.3522,0.5768,-3.8253,0
348.0952,1039.1074,-13.3637,0.5501,-3.4225,0
347.9740,1039.0682,-13.3652,0.5299,-4.5956,0
347.8620,1038.9470,-13.3909,0.4782,-2.5619,0
347.7755,1038.8721,-13.4119,0.4491,-4.1798,0
347.6689,1038.8004,-13.4232,0.4249,-4.6452,0
347.5354,1038.7573,-13.4275,0.3822,-2.9596,0
347.3757,1038.6935,-13.4528,0.3374,-2.8765,0
347.2173,1038.6207,-13.4517,0.2941,-3.0626,0
347.0862,1038.5861,-13.4586,0.2516,-1.8383,0
346.9526,1038.5345,-13.4930,0.2088,-3.0592,0
346.8382,1038.5199,-13.4933,0.1659,-2.5357,0
346.7192,1038.4830,-13.4880,0.1225,-2.2693,0
346.5830,1038.4572,-13.4949,0.0783,-2.6624,0
346.4573,1038.4530,-13.5055,0.0366,-1.4403,0
346.3363,1038.4470,-13.5062,-0.0069,-2.6828,0
346.2002,1038.4318,-13.5295,-0.0495,-2.5830,0
346.0810,1038.4332,-13.5225,-0.0898,-0.9858,0
345.9677,1038.4646,-13.5204,-0.1308,-1.9935,0
345.8535,1038.4509,-13.5283,-0.1707,-1.9521,0
345.7254,1038.4781,-13.5365,-0.2100,-2.5551,0
345.5690,1038.5438,-13.5234,-0.2407,-3.1840,0
345.4547,1038.5741,-13.5450,-0.2511,-2.4109,0
345.3323,1038.6058,-13.5335,-0.2564,-1.1351,0
345.2320,1038.6400,-13.5341,-0.2592,-1.0096,0
345.3310,1038.6118,-13.5395,-0.2539,0.7925,0
345.4339,1038.5892,-13.5289,-0.2498,1.3894,0
345.5352,1038.5746,-13.5284,-0.2463,1.8479,0
345.6537,1038.5511,-13.5197,-0.2426,2.1454,0
345.7699,1038.5302,-13.5052,-0.2389,2.1856,0
345.9093,1038.4919,-13.5129,-0.2326,2.7572,0
346.0623,1038.4531,-13.5048,-0.2265,2.6919,0
346.2140,1038.4086,-13.5311,-0.2213,2.6596,0
346.3201,1038.4005,-13.5152,-0.2202,3.8749,0
346.4472,1038.3746,-13.5173,-0.2130,2.1632,0
346.5609,1038.3534,-13.4951,-0.2094,4.2432,0
346.7207,1038.3127,-13.5086,-0.2033,2.9883,0
346.8277,1038.2943,-13.4653,-0.1996,4.2180,0
347.0376,1038.2590,-13.4607,-0.1948,4.1864,0
347.2193,1038.2324,-13.4704,-0.1886,3.6786,0
347.3231,1038.2089,-13.4485,-0.1850,3.9224,0
347.4223,1038.1907,-13.4624,-0.1824,3.6576,0
347.5248,1038.1741,-13.4349,-0.1797,3.8701,0
347.7286,1038.1429,-13.4216,-0.1727,4.2592,0
347.8339,1038.1179,-13.4206,-0.1688,3.8899,0
347.9357,1038.1117,-13.4100,-0.1646,3.7005,0
348.0382,1038.0946,-13.4210,-0.1610,3.7599,0
348.1564,1038.0737,-13.3916,-0.1588,4.4525,0
348.3581,1038.0466,-13.3980,-0.1589,3.8083,0
348.4613,1038.0437,-13.3958,-0.1585,3.7277,0
348.6525,1038.0144,-13.3666,-0.1524,3.5689,0
348.7668,1037.9989,-13.3690,-0.1486,4.1573,0
348.8815,1037.9791,-13.3524,-0.1452,4.2348,0
349.0015,1037.9628,-13.3524,-0.1426,4.3571,0
349.1294,1037.9377,-13.3498,-0.1423,4.6958,0
349.2514,1037.9163,-13.3359,-0.1438,4.4913,0
349.3530,1037.9126,-13.3392,-0.1471,3.6621,0
349.4735,1037.8940,-13.3207,-0.1512,4.4417,0
349.5802,1037.8719,-13.3095,-0.1547,3.9479,0
349.6905,1037.8597,-13.3100,-0.1587,3.9927,0
349.8017,1037.8499,-13.2924,-0.1621,4.0722,0
349.9873,1037.8268,-13.2674,-0.1626,3.6343,0
350.2122,1037.7916,-13.2811,-0.1523,4.6949,0
350.3374,1037.7722,-13.2727,-0.1481,4.5735,0
350.4504,1037.7684,-13.2779,-0.1442,4.0745,0
350.5757,1037.7534,-13.2592,-0.1395,4.5991,0
350.7011,1037.7308,-13.2723,-0.1354,4.6111,0
350.8391,1037.7106,-13.2532,-0.1319,5.0633,0
350.9561,1037.6887,-13.2440,-0.1294,4.2989,0
351.0974,1037.6775,-13.2342,-0.1290,5.1189,0
351.2269,1037.6666,-13.2472,-0.1299,4.6985,0
351.3703,1037.6478,-13.2155,-0.1317,5.3284,0
351.4934,1037.6411,-13.2321,-0.1336,4.4824,0
351.6525,1037.6211,-13.2363,-0.1377,5.7742,0
351.7889,1037.6105,-13.2410,-0.1434,4.9159,0
351.9082,1037.5957,-13.2342,-0.1485,4.3413,0
352.0568,1037.5819,-13.1901,-0.1526,5.6042,0
352.1849,1037.5701,-13.1898,-0.1556,4.6210,0
352.3412,1037.5410,-13.1890,-0.1606,5.7274,0
352.4783,1037.5253,-13.1716,-0.1664,5.0041,0
352.6003,1037.5028,-13.1794,-0.1706,4.4750,0
352.7450,1037.4856,-13.1674,-0.1738,5.2527,0
352.8846,1037.4583,-13.1886,-0.1777,5.1904,0
353.0275,1037.4491,-13.1632,-0.1815,5.2340,0
353.1568,1037.4374,-13.1573,-0.1788,4.6832,0
353.3094,1037.3940,-13.1703,-0.1761,5.7311,0
353.4798,1037.3616,-13.1408,-0.1756,6.3296,0
353.6154,1037.3430,-13.1599,-0.1766,4.9695,0
353.7780,1037.3167,-13.1165,-0.1777,6.1384,0
353.9109,1037.2925,-13.1305,-0.1793,4.8878,0
354.0693,1037.2605,-13.1508,-0.1840,5.8588,0
354.2158,1037.2501,-13.1110,-0.1883,5.4783,0
354.3337,1037.2198,-13.1465,-0.1916,4.5655,0
354.4990,1037.1925,-13.1111,-0.1950,6.1658,0
354.6455,1037.1724,-13.1322,-0.1995,5.3826,0
354.8146,1037.1393,-13.1158,-0.2078,6.2312,0
354.9536,1037.1118,-13.1100,-0.2165,5.0985,0
355.1094,1037.0742,-13.1121,-0.2257,5.7812,0
355.2545,1037.0417,-13.0851,-0.2347,5.4312,0
355.3951,1037.0024,-13.1110,-0.2444,5.3383,0
355.5656,1036.9650,-13.0783,-0.2549,6.4067,0
355.6812,1036.9562,-13.0896,-0.2646,4.1927,0
355.8269,1036.9166,-13.0722,-0.2735,5.4714,0
355.9485,1036.9008,-13.0546,-0.2783,4.4649,0
356.0678,1036.8779,-13.0858,-0.2763,4.5106,0
356.2217,1036.8317,-13.0428,-0.2722,5.9785,0
356.3449,1036.8063,-13.0597,-0.2683,4.5681,0
356.5067,1036.7635,-13.0305,-0.2655,6.1166,0
356.6242,1036.7301,-13.0477,-0.2620,4.4439,0
356.7800,1036.6865,-13.0364,-0.2585,5.8308,0
356.9153,1036.6553,-13.0025,-0.2547,5.1428,0
357.0319,1036.6284,-13.0294,-0.2505,4.4174,0
357.1918,1036.5936,-12.9827,-0.2468,6.1190,0
357.3050,1036.5715,-13.0297,-0.2432,4.4860,0
357.4520,1036.5359,-12.9820,-0.2399,5.7146,0
357.5605,1036.5137,-12.9731,-0.2360,3.9938,0
357.6989,1036.4734,-12.9961,-0.2334,5.2512,0
357.8403,1036.4426,-12.9402,-0.2346,5.5793,0
357.9601,1036.4161,-13.0025,-0.2383,4.9613,0
358.0856,1036.3934,-12.9652,-0.2416,4.7870,0
358.1887,1036.3705,-12.9887,-0.2441,3.9038,0
358.3340,1036.3307,-12.9702,-0.2474,5.4537,0
358.4573,1036.3101,-12.9593,-0.2508,4.5234,0
358.6672,1036.2543,-12.9688,-0.2521,4.5152,0
358.7747,1036.2393,-12.9601,-0.2501,3.9208,0
358.8978,1036.2123,-12.9529,-0.2479,4.5367,0
359.0136,1036.1914,-12.9402,-0.2459,4.2719,0
359.1133,1036.1643,-12.9494,-0.2434,3.7320,0
359.2340,1036.1342,-12.9263,-0.2411,4.5594,0
359.3369,1036.1124,-12.9318,-0.2384,3.7865,0
359.4364,1036.0883,-12.9217,-0.2363,3.7024,0
359.5413,1036.0723,-12.9118,-0.2334,3.8335,0
359.6505,1036.0415,-12.9097,-0.2301,4.0884,0
359.7590,1036.0149,-12.9020,-0.2274,4.0308,0
359.8616,1035.9978,-12.9134,-0.2251,3.7685,0
359.9746,1035.9740,-12.8936,-0.2228,4.2198,0
360.0872,1035.9434,-12.8995,-0.2206,4.2062,0
360.2015,1035.9227,-12.8958,-0.2198,4.1774,0
360.3058,1035.9048,-12.8914,-0.2205,3.8177,0
360.4040,1035.8785,-12.8837,-0.2218,3.6731,0
360.5264,1035.8582,-12.8848,-0.2239,4.4620,0
360.6374,1035.8340,-12.8866,-0.2287,4.0957,0
360.8401,1035.7833,-12.8814,-0.2405,4.1949,0
360.9545,1035.7635,-12.8862,-0.2482,4.1784,0
361.0527,1035.7216,-12.8836,-0.2597,3.8505,0
361.1655,1035.6959,-12.8834,-0.2726,4.1594,0
361.3658,1035.6460,-12.8762,-0.2981,3.8556,0
361.4743,1035.6135,-12.8775,-0.3118,4.0807,0
361.6531,1035.5791,-12.8641,-0.3338,3.3634,0
361.8338,1035.5377,-12.8412,-0.3414,3.3794,0
362.0425,1035.4639,-12.8259,-0.3354,4.6101,0
362.1358,1035.4277,-12.8305,-0.3332,3.6055,0
362.2402,1035.4019,-12.8289,-0.3311,3.8659,0
362.4352,1035.3480,-12.8253,-0.3281,3.7952,0
362.6248,1035.2815,-12.8088,-0.3242,3.9175,0
362.7265,1035.2490,-12.8011,-0.3225,3.8494,0
362.8194,1035.2101,-12.7949,-0.3204,3.6326,0
363.0148,1035.1526,-12.7927,-0.3151,3.9661,0
363.1258,1035.1262,-12.7843,-0.3130,4.1106,0
363.3139,1035.0680,-12.7893,-0.3074,3.9110,0
363.4254,1035.0331,-12.7911,-0.3042,4.2007,0
363.5257,1035.0021,-12.7868,-0.3019,3.7744,0
363.6260,1034.9805,-12.7825,-0.2987,3.7018,0
363.7351,1034.9476,-12.7649,-0.2953,4.1519,0
363.8392,1034.9155,-12.7653,-0.2922,3.9192,0
363.9436,1034.8914,-12.7765,-0.2899,3.8871,0
364.1352,1034.8276,-12.7733,-0.2830,3.7123,0
364.2584,1034.7977,-12.7604,-0.2801,4.5826,0
364.3640,1034.7750,-12.7583,-0.2778,3.8937,0
364.4621,1034.7394,-12.7556,-0.2762,3.7532,0
364.5781,1034.7129,-12.7527,-0.2755,4.2872,0
364.6893,1034.6788,-12.7678,-0.2770,4.2248,0
364.7981,1034.6450,-12.7548,-0.2798,4.1262,0
364.9907,1034.5884,-12.7516,-0.2852,3.8383,0
365.1022,1034.5646,-12.7583,-0.2882,4.1124,0
365.2077,1034.5352,-12.7503,-0.2916,3.9525,0
365.3052,1034.5027,-12.7428,-0.2948,3.7077,0
365.4086,1034.4821,-12.7449,-0.2983,3.8022,0
365.5096,1034.4550,-12.7208,-0.3014,3.8718,0
365.7093,1034.3903,-12.7135,-0.3067,4.1171,0
365.8992,1034.3357,-12.6967,-0.3106,3.7383,0
365.9990,1034.2994,-12.7004,-0.3131,3.8301,0
366.1729,1034.2439,-12.7018,-0.3196,3.2786,0
366.3549,1034.1897,-12.7009,-0.3245,3.5650,0
366.5422,1034.1422,-12.6935,-0.3293,3.5939,0
366.7281,1034.0865,-12.6871,-0.3333,3.7072,0
366.8992,1034.0197,-12.6847,-0.3383,3.3367,0
367.0932,1033.9564,-12.6661,-0.3427,3.9112,0
367.2728,1033.9010,-12.6545,-0.3474,3.3092,0
367.4462,1033.8363,-12.6512,-0.3525,3.4508,0
367.6182,1033.7797,-12.6560,-0.3577,3.0614,0
367.7809,1033.7091,-12.6556,-0.3617,3.3450,0
367.9458,1033.6659,-12.6460,-0.3637,3.1637,0
368.1009,1033.6055,-12.6478,-0.3618,3.1697,0
368.2787,1033.5630,-12.6433,-0.3598,3.1373,0
368.4453,1033.4965,-12.6224,-0.3560,3.1979,0
368.5424,1033.4636,-12.6280,-0.3540,3.6921,0
368.7064,1033.4108,-12.6002,-0.3509,3.0256,0
368.8672,1033.3489,-12.6001,-0.3463,3.3760,0
369.0291,1033.2965,-12.6037,-0.3423,3.3494,0
369.1827,1033.2454,-12.6098,-0.3375,3.3018,0
369.3387,1033.1919,-12.6179,-0.3332,3.0927,0
369.5090,1033.1389,-12.6041,-0.3258,3.1155,0
369.6057,1033.1108,-12.5954,-0.3227,3.6352,0
369.7654,1033.0529,-12.5994,-0.3150,3.1127,0
369.9547,1032.9966,-12.5857,-0.3070,3.6053,0
370.1345,1032.9495,-12.5780,-0.3009,3.2306,0
370.2329,1032.9227,-12.5676,-0.2977,3.6870,0
370.3315,1032.8988,-12.5655,-0.2953,3.6481,0
370.4304,1032.8630,-12.5739,-0.2931,3.8016,0
370.5328,1032.8367,-12.5543,-0.2911,3.8761,0
370.6292,1032.8037,-12.5607,-0.2893,3.6730,0
370.7502,1032.7699,-12.5548,-0.2885,4.5322,0
370.8541,1032.7458,-12.5539,-0.2886,3.8343,0
371.0530,1032.6904,-12.5343,-0.2880,4.0450,0
371.1518,1032.6604,-12.5395,-0.2876,3.7153,0
371.2656,1032.6367,-12.5262,-0.2874,4.2118,0
371.4644,1032.5841,-12.5111,-0.2865,3.9816,0
371.6582,1032.5331,-12.5074,-0.2824,3.7439,0
371.8587,1032.4812,-12.5076,-0.2759,3.9301,0
371.9695,1032.4543,-12.4979,-0.2729,4.1175,0
372.0707,1032.4257,-12.5002,-0.2700,3.7862,0
372.1714,1032.3921,-12.4901,-0.2663,3.8421,0
372.2776,1032.3708,-12.4798,-0.2632,3.9190,0
372.3840,1032.3445,-12.4793,-0.2608,3.9457,0
372.5843,1032.2952,-12.4631,-0.2547,3.9904,0
372.7004,1032.2539,-12.4631,-0.2520,4.4410,0
372.8138,1032.2328,-12.4574,-0.2513,4.1600,0
372.9140,1032.2126,-12.4591,-0.2517,3.6717,0
373.0220,1032.1931,-12.4445,-0.2517,3.9855,0
373.1225,1032.1610,-12.4457,-0.2514,3.7974,0
373.2350,1032.1344,-12.4488,-0.2516,4.1677,0
373.3324,1032.1107,-12.4366,-0.2514,3.6371,0
373.5414,1032.0601,-12.4421,-0.2512,4.2055,0
373.7291,1032.0089,-12.4368,-0.2538,3.4237,0
373.9249,1031.9700,-12.4328,-0.2596,3.6191,0
374.0273,1031.9430,-12.4283,-0.2644,3.8123,0
374.2041,1031.8944,-12.4321,-0.2716,3.4591,0
374.3794,1031.8579,-12.4294,-0.2802,2.9005,0
374.5544,1031.8114,-12.4118,-0.2897,3.0090,0
374.7350,1031.7559,-12.4056,-0.3004,3.2372,0
374.8715,1031.7227,-12.3919,-0.3059,2.5541,0
375.0398,1031.6803,-12.3872,-0.3048,3.2977,0
375.1871,1031.6290,-12.3809,-0.3023,3.0171,0
375.3347,1031.5907,-12.3726,-0.2982,2.5996,0
375.4658,1031.5446,-12.3684,-0.2887,2.1705,0
375.6075,1031.5154,-12.3626,-0.2737,2.8101,0
375.7527,1031.4819,-12.3502,-0.2570,2.5428,0
375.9073,1031.4303,-12.3460,-0.2409,2.7050,0
376.0427,1031.4048,-12.3418,-0.2202,2.6973,0
376.1620,1031.3690,-12.3384,-0.1922,2.7942,0
376.3010,1031.3442,-12.3187,-0.1623,2.6110,0
376.4276,1031.3313,-12.3228,-0.1288,2.3705,0
376.5624,1031.3174,-12.3191,-0.0898,2.4316,0
376.7082,1031.3115,-12.3118,-0.0502,2.3536,0
376.8363,1031.2800,-12.3096,-0.0096,2.1683,0
376.9793,1031.2832,-12.3037,0.0322,2.6142,0
377.1154,1031.2736,-12.2887,0.0746,2.9793,0
377.2376,1031.2805,-12.2996,0.1157,2.1822,0
377.3641,1031.3025,-12.2908,0.1592,2.9180,0
377.4800,1031.3152,-12.2758,0.2001,1.7884,0
377.5967,1031.3230,-12.2709,0.2414,2.3199,0
377.7108,1031.3436,-12.2686,0.2845,2.2713,0
377.8380,1031.3745,-12.2509,0.3285,2.1366,0
377.9657,1031.4161,-12.2438,0.3740,2.5627,0
378.0841,1031.4551,-12.2391,0.4194,2.4201,0
378.2026,1031.5060,-12.2301,0.4649,2.8117,0
378.3342,1031.5686,-12.2200,0.5085,2.8057,0
378.4537,1031.6088,-12.2059,0.5502,2.0009,0
378.5626,1031.6660,-12.2025,0.5917,1.9927,0
378.6612,1031.7485,-12.2039,0.6347,2.8205,0
378.7704,1031.8175,-12.2013,0.6754,2.1210,0
378.8807,1031.8776,-12.1930,0.7169,2.4981,0
378.9769,1031.9794,-12.1764,0.7580,2.2031,0
379.0735,1032.0588,-12.1814,0.7987,2.1017,0
379.1453,1032.1466,-12.1813,0.8157,4.0805,0
379.2389,1032.2623,-12.1959,0.8270,2.8706,0
379.3044,1032.3511,-12.1998,0.8300,1.7509,0
379.3983,1032.4486,-12.1845,0.8357,1.9398,0
379.4916,1032.5432,-12.1728,0.8388,1.5756,0
379.4172,1032.4608,-12.1890,0.8562,-1.2301,0
379.3318,1032.3477,-12.1876,0.8743,-1.5243,0
379.2582,1032.2476,-12.1927,0.8958,-1.5632,0
379.1794,1032.1447,-12.2095,0.9240,-1.9970,0
379.0992,1032.0360,-12.2155,0.9563,-2.0381,0
